Frame,Hand,Joint,X,Y,Z,Gesture
0,0,0,108.9952278137207,442.7922821044922,-1.2929707793318812e-07,gesture_name
0,0,1,130.05812644958496,408.93150329589844,0.005637095309793949,gesture_name
0,0,2,164.0938949584961,392.0789623260498,0.0016702823340892792,gesture_name
0,0,3,190.8997917175293,396.0991859436035,-0.005770205520093441,gesture_name
0,0,4,206.71058654785156,410.5741596221924,-0.013175957836210728,gesture_name
0,0,5,184.46880340576172,381.10968589782715,-0.00957166962325573,gesture_name
0,0,6,225.05897521972656,365.9722423553467,-0.020549064502120018,gesture_name
0,0,7,250.9433937072754,357.46238708496094,-0.026973390951752663,gesture_name
0,0,8,270.9967041015625,350.08830070495605,-0.03216409310698509,gesture_name
0,0,9,192.12156295776367,402.7690315246582,-0.02069595269858837,gesture_name
0,0,10,221.27885818481445,412.6321792602539,-0.03284482657909393,gesture_name
0,0,11,209.227294921875,419.617338180542,-0.03223168104887009,gesture_name
0,0,12,194.51520919799805,419.9956512451172,-0.03012964315712452,gesture_name
0,0,13,194.30723190307617,428.1800079345703,-0.030560802668333054,gesture_name
0,0,14,217.29436874389648,433.8537883758545,-0.03603469207882881,gesture_name
0,0,15,206.0538673400879,438.27707290649414,-0.02347632870078087,gesture_name
0,0,16,193.05862426757812,437.86108016967773,-0.014887903816998005,gesture_name
0,0,17,192.6404571533203,451.88441276550293,-0.04098380729556084,gesture_name
0,0,18,213.4861183166504,455.6199645996094,-0.037482667714357376,gesture_name
0,0,19,202.53265380859375,457.7168083190918,-0.022182166576385498,gesture_name
0,0,20,190.44816970825195,456.79126739501953,-0.010897244326770306,gesture_name
0,0,0,138.71183395385742,437.79333114624023,-6.003473629334621e-08,gesture_name
0,0,1,156.1803436279297,392.6723098754883,0.02134574204683304,gesture_name
0,0,2,188.42906951904297,373.22813987731934,0.031046245247125626,gesture_name
0,0,3,212.2398567199707,375.3401756286621,0.03500405326485634,gesture_name
0,0,4,225.05645751953125,388.0796813964844,0.03765106946229935,gesture_name
0,0,5,216.8613624572754,358.27354431152344,0.0265796035528183,gesture_name
0,0,6,251.6083526611328,349.7485828399658,0.03891173005104065,gesture_name
0,0,7,272.18090057373047,343.8823699951172,0.04352148622274399,gesture_name
0,0,8,288.73592376708984,338.8381576538086,0.04356222227215767,gesture_name
0,0,9,232.85541534423828,376.8014144897461,0.01649416610598564,gesture_name
0,0,10,235.5173110961914,384.444522857666,0.03060549683868885,gesture_name
0,0,11,221.9158172607422,390.49524307250977,0.0323907695710659,gesture_name
0,0,12,212.97151565551758,392.88594245910645,0.030888518318533897,gesture_name
0,0,13,239.20448303222656,400.9756851196289,0.009199894033372402,gesture_name
0,0,14,236.8136215209961,404.1174602508545,0.025164205580949783,gesture_name
0,0,15,223.4370231628418,407.64781951904297,0.029876001179218292,gesture_name
0,0,16,213.2851791381836,408.6156749725342,0.028815245255827904,gesture_name
0,0,17,242.13491439819336,423.23086738586426,0.0027166251093149185,gesture_name
0,0,18,238.87937545776367,424.0166473388672,0.021099381148815155,gesture_name
0,0,19,227.49282836914062,427.24207878112793,0.0325058177113533,gesture_name
0,0,20,217.4028778076172,428.6304187774658,0.0391075499355793,gesture_name
0,0,0,151.10702514648438,431.0250663757324,-2.2729810211785662e-07,gesture_name
0,0,1,164.6501922607422,390.023775100708,0.02391509711742401,gesture_name
0,0,2,194.1636848449707,372.6987075805664,0.03379547595977783,gesture_name
0,0,3,215.0455665588379,372.3592185974121,0.03747454285621643,gesture_name
0,0,4,227.53368377685547,381.9198989868164,0.0396248921751976,gesture_name
0,0,5,221.73118591308594,359.79509353637695,0.025161897763609886,gesture_name
0,0,6,255.58422088623047,348.57836723327637,0.03722825646400452,gesture_name
0,0,7,273.8603210449219,342.747745513916,0.042147196829319,gesture_name
0,0,8,288.1172561645508,338.87354850769043,0.042402081191539764,gesture_name
0,0,9,236.86222076416016,376.7383289337158,0.013943655416369438,gesture_name
0,0,10,237.66302108764648,387.80505180358887,0.028927380219101906,gesture_name
0,0,11,225.63837051391602,394.1829586029053,0.030984610319137573,gesture_name
0,0,12,218.6332893371582,395.5367660522461,0.02814309671521187,gesture_name
